# Index,Max Radius (cm),Peak Force Stance %,Peak Force (N),Sitting Force (N),Total Error
80.00,5.50,36.82,188.08,19.30,35.59
81.00,5.84,35.00,203.28,18.65,24.49
82.00,6.17,34.55,187.98,15.45,29.58
83.00,5.78,32.73,186.03,18.85,33.11
84.00,5.58,34.55,184.10,20.37,38.36
85.00,5.61,35.45,191.55,22.28,33.74
86.00,5.70,32.73,176.42,18.41,42.28
87.00,5.56,32.27,180.35,21.88,41.81
88.00,5.73,33.64,182.06,17.42,36.55
89.00,5.68,36.36,189.11,17.08,31.89
90.00,5.62,32.73,185.30,22.98,37.96
91.00,5.67,33.18,193.16,23.67,31.25
92.00,5.87,35.91,191.02,16.36,28.81
93.00,5.83,33.64,191.82,18.38,27.75
94.00,5.66,34.55,181.73,17.49,37.86
95.00,6.18,35.91,184.59,13.46,32.34
96.00,5.59,33.18,177.30,21.22,44.65
97.00,5.72,33.18,178.13,16.79,39.40
98.00,6.13,35.45,199.00,15.70,19.72
99.00,6.35,32.73,193.24,15.70,22.75
100.00,6.30,33.64,200.70,15.91,17.81
101.00,5.91,35.45,178.80,14.54,38.76
102.00,5.65,32.73,189.98,23.43,33.73
103.00,6.20,35.45,185.15,13.76,31.63
104.00,5.92,33.64,177.16,14.70,38.73
105.00,5.60,33.18,185.66,24.32,39.40
106.00,5.64,35.00,187.92,20.68,35.31
107.00,6.27,34.09,187.21,13.82,28.27
108.00,5.51,36.36,186.31,19.23,36.84
109.00,5.48,35.91,179.27,17.44,41.63
110.00,6.09,32.73,194.18,17.81,23.92
111.00,5.93,35.45,196.06,16.78,23.73
112.00,5.64,32.73,191.33,24.21,33.16
113.00,5.58,32.73,184.91,23.91,39.29
114.00,5.49,34.09,175.87,23.44,49.21
115.00,6.32,37.27,183.11,12.31,34.04
116.00,5.79,34.09,202.39,21.81,25.84
117.00,6.19,36.82,175.56,12.22,41.03
118.00,5.60,32.73,185.36,23.29,38.21
119.00,5.65,32.73,190.34,23.34,33.29
120.00,5.68,36.36,198.43,20.27,25.76
121.00,5.57,35.00,182.59,23.54,43.51
122.00,5.53,33.18,181.89,24.70,43.55
123.00,5.85,35.00,193.58,17.83,26.80
124.00,6.02,33.18,191.04,16.39,26.10
125.00,6.06,34.55,191.20,15.99,26.90
126.00,5.85,33.64,195.91,18.62,23.91
127.00,5.65,34.09,182.74,18.32,37.22
128.00,5.67,35.00,192.22,22.56,32.90
129.00,6.27,32.73,190.44,16.16,26.01
130.00,6.29,36.82,188.84,13.31,28.85
131.00,5.47,36.82,179.84,17.92,42.45
132.00,6.19,32.73,185.55,16.56,31.30
133.00,5.88,36.36,189.67,15.45,29.70
134.00,6.11,35.45,198.99,15.11,19.14
135.00,6.17,32.27,193.54,17.14,23.89
136.00,5.61,32.73,187.65,23.02,35.65
137.00,6.24,36.82,178.01,12.36,38.73
138.00,5.92,33.18,183.56,16.71,33.90
139.00,5.67,35.45,195.22,22.64,30.43
140.00,6.03,35.45,180.93,13.89,35.98
141.00,5.81,35.91,185.74,16.08,33.81
142.00,5.66,32.73,177.99,18.55,40.85
143.00,5.53,33.18,181.98,24.75,43.50
144.00,5.70,36.36,199.18,20.46,25.20
145.00,6.21,35.45,177.78,12.87,38.10
146.00,5.84,36.82,180.12,13.94,38.20
147.00,6.06,32.73,198.61,18.07,19.74
148.00,5.76,32.27,198.25,23.73,25.76
149.00,6.25,37.27,187.33,13.69,31.20
150.00,5.67,34.09,192.53,21.95,31.08
151.00,5.89,35.91,180.60,14.28,37.15
152.00,5.78,34.55,201.80,21.24,25.14
153.00,6.20,35.45,175.69,12.77,40.10
154.00,5.85,36.36,194.99,16.27,25.20
155.00,6.28,34.55,188.76,14.64,27.99
156.00,6.18,33.64,175.13,13.43,39.49
157.00,6.08,35.45,182.82,14.17,34.37
158.00,5.92,32.73,194.99,18.09,23.38
159.00,5.73,33.18,179.83,16.79,37.70
160.00,5.42,36.36,177.56,19.48,45.84
161.00,5.90,35.91,180.98,14.49,36.98
162.00,6.21,35.91,185.03,13.19,31.64
163.00,5.97,34.55,187.48,15.96,30.59
164.00,6.07,33.64,194.18,17.58,24.61
165.00,5.77,33.18,198.45,22.49,24.79
166.00,6.03,32.73,195.35,18.76,23.70
167.00,5.85,35.91,183.74,14.49,34.21
168.00,5.80,35.00,191.65,17.76,28.66
169.00,5.57,32.73,184.47,23.89,39.70
170.00,5.76,32.27,198.74,23.85,25.40
171.00,5.72,34.55,197.03,21.52,26.60
172.00,5.96,32.73,183.20,16.36,33.45
173.00,5.94,35.00,187.27,16.10,31.39
174.00,5.80,35.00,194.04,19.75,28.27
175.00,5.63,32.73,188.94,23.38,34.72
176.00,6.16,35.91,201.20,14.59,19.26
177.00,5.90,34.55,196.98,17.30,22.43
178.00,5.80,34.09,181.44,16.66,36.86
179.00,5.65,35.45,182.93,17.45,37.53
180.00,6.15,36.82,177.28,12.68,39.78
181.00,6.23,35.45,190.53,14.03,26.52
182.00,5.83,34.55,186.42,17.44,33.12
183.00,6.20,33.64,198.52,17.12,19.80
184.00,5.96,34.55,200.08,18.16,20.35
185.00,5.93,35.45,194.77,15.73,23.97
186.00,6.17,37.27,189.89,14.16,29.11
187.00,5.82,34.55,201.10,21.09,24.29
188.00,6.19,33.64,179.30,14.34,36.24
189.00,5.82,32.73,185.85,18.44,32.88
190.00,6.29,36.82,187.94,13.11,29.56
191.00,5.55,35.91,191.18,19.83,32.11
192.00,5.65,35.00,189.79,22.34,35.10
193.00,5.51,36.36,183.58,18.04,38.38
194.00,5.96,32.73,186.57,17.29,31.00
195.00,5.55,36.36,184.26,17.17,36.83
196.00,5.67,35.91,187.54,18.84,34.76
197.00,5.77,35.45,189.73,16.40,29.67
198.00,5.71,34.55,181.65,17.32,37.77
199.00,5.82,35.00,192.07,17.72,28.21
