# Index,Max Radius (cm),Peak Force Stance %,Peak Force (N),Sitting Force (N),Total Error
49.00,6.14,32.73,191.86,20.90,29.33
50.00,5.63,34.55,200.09,24.56,26.75
51.00,6.30,32.27,180.79,19.41,38.91
52.00,6.25,31.82,178.91,19.31,41.15
53.00,5.85,32.73,181.60,20.78,39.47
54.00,5.77,32.73,193.02,23.58,30.85
55.00,6.06,32.73,186.84,20.50,33.95
56.00,6.25,32.27,176.61,19.05,42.73
57.00,5.43,34.09,185.74,23.24,39.14
58.00,5.34,33.64,182.73,24.24,42.71
59.00,5.87,32.73,197.43,23.58,26.43
60.00,5.81,33.18,180.27,20.58,41.05
61.00,6.12,32.27,183.04,20.04,37.29
62.00,6.06,33.18,196.41,22.35,26.68
63.00,6.17,32.27,179.59,19.48,40.18
64.00,5.36,33.64,183.26,24.07,42.00
65.00,5.33,34.55,186.18,24.17,40.08
66.00,5.99,32.73,181.97,19.78,38.10
67.00,5.41,34.55,194.58,24.62,32.14
68.00,5.97,33.64,188.97,21.15,33.37
69.00,6.12,32.27,177.65,19.17,41.81
70.00,5.63,35.91,201.13,24.33,28.92
71.00,6.18,32.73,194.43,21.35,27.20
72.00,5.54,35.00,197.68,24.42,29.30
73.00,6.07,32.73,187.73,20.63,33.18
74.00,6.02,33.18,187.23,20.42,33.94
75.00,5.51,35.00,193.75,23.92,32.72
76.00,5.26,35.00,182.59,22.90,42.86
77.00,5.63,33.18,194.75,24.97,30.96
78.00,5.73,34.09,192.49,23.22,32.38
79.00,5.56,35.45,187.03,21.84,37.82
80.00,6.22,32.73,184.24,19.94,35.99
81.00,5.92,32.27,176.42,19.50,43.36
82.00,6.11,33.18,197.29,21.69,25.14
83.00,6.21,32.73,197.90,21.76,24.15
84.00,5.88,33.18,182.84,20.10,38.00
85.00,5.86,33.18,192.26,22.24,30.72
86.00,5.72,36.36,194.09,22.83,32.67
87.00,5.55,33.64,185.37,22.74,38.56
88.00,5.80,32.73,190.64,22.79,32.44
89.00,6.07,32.73,188.13,20.75,32.90
90.00,5.70,36.36,190.62,22.41,35.71
91.00,5.33,34.55,184.75,23.38,40.73
92.00,5.78,33.64,182.29,21.65,40.56
93.00,6.28,32.27,178.46,19.13,40.96
94.00,5.48,32.73,175.07,21.06,46.28
95.00,5.72,33.64,190.88,22.81,33.12
96.00,5.82,35.00,199.39,23.47,26.64
97.00,5.31,34.55,182.11,22.88,42.86
98.00,6.13,32.27,182.87,19.89,37.30
99.00,6.20,32.73,195.51,21.29,26.07
100.00,6.33,32.27,186.60,20.07,33.76
101.00,5.36,35.91,190.93,24.13,36.67
102.00,5.33,35.91,186.73,23.64,40.38
103.00,5.42,33.64,186.41,23.83,38.62
104.00,5.29,33.64,185.55,24.93,40.56
105.00,5.44,36.36,176.16,21.10,48.85
106.00,6.01,33.18,201.96,23.29,25.99
107.00,6.10,32.73,199.50,23.11,23.89
108.00,5.92,32.73,181.43,20.59,39.44
109.00,5.76,33.64,194.39,23.19,29.99
110.00,5.36,34.09,193.69,24.65,32.61
111.00,5.84,33.18,187.95,21.71,34.51
112.00,6.24,32.73,196.85,21.45,24.89
113.00,6.33,32.73,196.13,21.12,25.27
114.00,6.05,32.73,186.37,20.28,34.20
115.00,5.45,34.55,182.14,21.56,41.53
116.00,5.92,33.18,199.18,23.78,25.34
117.00,5.67,34.09,189.47,22.41,34.59
118.00,6.05,32.27,179.56,19.68,40.41
119.00,5.79,33.64,184.02,21.03,38.20
120.00,5.56,35.91,186.50,21.94,38.91
121.00,5.27,34.09,185.17,23.64,40.12
122.00,6.12,32.27,182.33,19.83,37.79
123.00,6.01,32.73,195.64,22.61,27.25
124.00,5.79,34.09,195.12,22.14,28.67
125.00,5.74,32.73,187.34,23.03,35.97
126.00,6.23,32.27,178.07,19.08,41.31
127.00,5.25,35.45,177.00,21.90,47.91
128.00,6.04,32.27,187.89,21.27,33.67
129.00,6.12,32.27,183.24,20.00,37.05
130.00,5.96,33.18,193.88,21.87,28.74
131.00,5.30,34.55,179.33,22.26,45.03
132.00,5.22,34.55,176.83,22.18,47.45
133.00,5.76,34.09,195.97,23.58,29.26
134.00,5.24,34.09,182.60,23.00,42.04
135.00,5.27,35.00,179.94,22.48,45.09
136.00,5.47,33.64,180.63,22.16,42.72
137.00,5.50,34.55,180.55,21.53,43.08
138.00,6.21,32.27,181.31,19.45,38.42
139.00,5.58,34.09,188.31,23.05,36.38
140.00,5.29,35.00,179.20,22.07,45.42
141.00,5.21,34.55,175.45,22.03,48.67
142.00,5.90,33.18,181.24,19.96,39.46
143.00,6.11,33.18,189.24,20.71,32.21
144.00,5.83,33.64,181.00,20.85,41.05
145.00,5.82,32.73,177.31,20.38,43.36
146.00,6.00,33.18,196.26,22.71,27.18
147.00,6.05,32.73,197.05,22.95,26.18
148.00,5.34,35.00,185.65,22.91,39.81
149.00,6.18,32.27,175.38,18.96,43.88
150.00,6.08,32.27,180.60,19.71,39.40
151.00,6.09,33.18,196.70,21.60,25.64
152.00,5.38,33.64,184.41,24.59,41.37
153.00,6.19,32.27,186.35,20.23,34.16
154.00,5.49,33.64,187.40,23.14,36.94
155.00,5.44,34.55,191.70,24.01,34.40
156.00,5.87,36.36,199.49,23.79,28.22
157.00,5.69,36.82,200.77,24.38,29.52
158.00,5.35,35.00,177.33,21.55,46.78
159.00,6.31,32.73,196.64,21.40,25.05
160.00,5.66,34.09,180.08,21.07,42.63
161.00,5.74,33.18,192.48,23.00,31.26
162.00,5.91,33.64,189.31,21.44,33.33
163.00,5.39,34.55,189.61,23.44,35.93
164.00,5.42,35.00,175.14,20.47,47.89
165.00,5.33,33.64,180.91,23.35,43.63
166.00,5.95,32.73,178.86,19.91,41.33
167.00,5.65,34.09,188.38,22.56,35.83
168.00,6.13,32.27,178.78,19.33,40.84
169.00,5.22,35.00,179.49,23.16,46.22
170.00,5.86,32.73,182.14,20.83,38.98
171.00,5.30,34.55,179.49,22.51,45.12
172.00,5.64,34.09,187.00,22.21,36.86
173.00,5.99,32.73,185.00,20.38,35.66
174.00,5.58,34.09,176.81,20.16,45.00
175.00,6.01,32.73,182.40,20.21,38.11
176.00,5.49,33.64,184.10,22.64,39.74
177.00,6.18,32.73,198.18,22.77,24.88
178.00,5.71,34.55,199.94,24.15,26.31
179.00,5.46,35.00,194.94,24.22,31.83
180.00,5.91,33.18,185.08,20.24,35.90
181.00,5.28,35.45,178.69,22.12,46.43
182.00,6.01,33.18,195.75,22.49,27.48
183.00,6.09,33.18,195.90,21.48,26.32
184.00,6.12,33.18,195.30,21.25,26.70
185.00,5.97,32.73,181.84,20.20,38.65
186.00,6.34,32.27,188.58,20.32,32.04
187.00,5.79,32.73,189.79,22.66,33.16
188.00,5.65,36.82,183.86,21.54,42.06
189.00,6.30,32.73,197.62,21.55,24.21
190.00,6.20,32.27,181.16,19.42,38.55
191.00,5.81,33.64,197.50,23.46,27.15
192.00,6.11,32.73,189.19,20.62,31.71
193.00,5.54,35.45,184.65,22.00,40.36
194.00,5.91,32.73,176.97,20.37,43.69
195.00,5.22,34.55,179.72,23.33,45.71
196.00,5.24,35.00,182.04,22.84,43.35
197.00,5.66,36.82,199.13,24.04,29.29
198.00,6.23,32.73,191.10,20.70,29.89
199.00,5.47,35.00,195.45,24.35,31.45
