# Index,Max Radius (cm),Peak Force Stance %,Peak Force (N),Sitting Force (N),Total Error
96.00,4.54,32.88,46.16,23.45,37.72
97.00,4.76,38.36,55.67,23.61,33.85
98.00,5.25,37.90,56.19,24.48,33.74
99.00,4.20,37.44,40.92,20.95,45.02
100.00,5.67,37.90,45.95,11.03,30.53
101.00,5.50,37.90,47.00,11.50,29.96
102.00,4.32,38.81,44.72,20.61,42.25
103.00,5.79,38.36,57.14,15.95,24.72
104.00,5.83,34.25,55.23,17.95,24.52
105.00,5.64,36.99,47.46,11.94,29.02
106.00,6.33,37.44,59.88,16.58,21.71
107.00,5.82,32.88,57.39,24.72,27.76
108.00,4.56,38.81,59.43,23.82,30.75
109.00,5.77,35.62,59.14,19.09,23.13
110.00,4.71,36.07,49.92,21.40,35.10
111.00,4.34,34.25,43.11,22.61,41.29
112.00,4.59,38.81,60.38,24.87,31.61
113.00,6.12,36.07,59.05,18.78,23.37
114.00,4.10,38.81,41.51,21.23,46.08
115.00,6.24,37.44,55.54,13.62,23.08
116.00,4.57,36.53,50.17,24.59,38.49
117.00,5.80,38.36,57.78,15.47,23.60
118.00,5.28,33.79,48.42,18.57,31.49
119.00,5.17,36.53,43.15,12.09,33.02
120.00,5.38,35.16,40.76,10.74,32.69
121.00,5.59,32.88,44.88,10.94,26.49
122.00,5.34,36.99,46.09,12.52,30.97
123.00,5.65,34.25,56.56,19.61,24.85
124.00,6.17,36.53,57.62,15.88,22.35
125.00,5.90,37.90,55.07,14.35,24.74
126.00,5.52,36.99,43.87,10.54,31.21
127.00,4.17,37.44,44.23,22.90,43.65
128.00,3.93,38.81,41.93,23.27,47.70
129.00,4.13,36.99,43.88,22.69,43.33
130.00,5.34,38.36,41.32,9.83,34.43
131.00,4.28,36.53,42.02,21.42,43.47
132.00,5.97,34.70,58.97,20.88,24.18
133.00,4.39,33.79,45.28,24.05,40.10
134.00,4.03,39.73,42.58,22.69,47.38
135.00,6.08,33.79,58.76,17.10,19.70
136.00,5.89,34.25,46.86,14.13,29.08
137.00,5.87,34.70,46.72,14.02,29.56
138.00,6.23,31.96,60.23,16.59,17.42
139.00,5.46,36.07,43.23,11.42,31.82
140.00,5.69,34.25,52.91,18.84,27.74
141.00,5.54,32.88,48.27,19.21,31.37
142.00,5.97,36.99,58.13,15.12,21.53
143.00,5.92,36.07,55.53,15.62,23.72
144.00,5.63,34.70,56.03,20.11,26.33
145.00,4.15,36.53,43.99,23.62,43.70
146.00,5.99,34.70,58.22,18.17,22.21
147.00,4.24,36.99,45.16,24.00,43.37
148.00,5.35,35.62,47.96,17.93,33.13
149.00,4.59,36.99,48.57,23.06,39.02
150.00,5.44,37.44,51.62,15.57,28.95
151.00,4.95,36.07,42.80,16.68,37.50
152.00,5.07,35.16,53.14,24.15,33.72
153.00,5.77,37.90,49.76,12.29,27.98
154.00,5.14,36.99,47.99,16.07,32.61
155.00,5.09,31.51,48.39,22.82,35.48
156.00,5.11,38.81,45.80,13.34,33.90
157.00,4.84,36.53,53.91,23.85,34.02
158.00,4.90,39.27,48.92,19.26,37.16
159.00,5.69,37.90,53.58,14.21,26.09
160.00,6.26,37.44,58.20,15.36,22.16
161.00,5.68,36.07,50.16,13.53,27.00
162.00,5.67,35.16,52.77,15.48,25.43
163.00,4.24,37.44,42.36,20.75,43.38
164.00,4.71,31.96,42.62,20.68,38.64
165.00,5.00,36.53,50.76,22.15,35.47
166.00,6.09,35.16,60.18,21.19,24.09
167.00,4.89,36.53,45.36,15.02,33.74
168.00,4.17,39.27,42.20,19.59,44.20
169.00,5.87,34.25,55.75,16.46,22.51
170.00,4.68,36.53,49.08,20.44,35.44
171.00,4.82,37.90,53.83,21.75,33.37
172.00,6.31,36.99,56.14,14.97,23.38
173.00,5.37,35.62,48.08,16.57,31.66
174.00,5.26,37.90,57.49,24.92,32.88
175.00,5.90,33.33,53.53,19.34,26.71
176.00,5.07,33.79,50.38,24.68,35.64
177.00,4.72,35.62,50.28,23.12,36.00
178.00,5.42,38.36,43.81,10.87,32.98
179.00,5.46,35.16,44.10,11.74,30.35
180.00,4.11,38.81,41.09,21.14,46.41
181.00,5.03,36.99,50.45,21.66,35.75
182.00,5.84,37.44,57.16,16.30,24.14
183.00,5.15,35.16,45.79,16.40,33.33
184.00,4.56,35.62,43.04,18.69,38.81
185.00,5.29,33.33,51.19,21.17,30.87
186.00,5.18,38.81,47.30,12.94,32.01
187.00,5.97,36.53,51.11,13.09,26.08
188.00,5.58,37.90,48.90,12.80,29.36
189.00,5.72,37.44,54.69,14.52,24.83
190.00,5.12,35.62,40.58,14.45,37.03
191.00,4.68,31.96,42.30,20.60,38.88
192.00,5.24,33.79,41.23,15.78,35.89
193.00,5.90,36.53,59.31,18.92,23.69
194.00,5.78,35.62,47.26,13.81,29.72
195.00,4.73,33.79,46.67,22.24,36.90
196.00,5.17,34.25,45.74,17.44,33.50
197.00,5.51,37.90,51.46,14.35,28.34
198.00,5.96,35.16,58.43,18.83,23.12
199.00,5.76,35.16,48.19,13.84,28.36
